date,slice_label,OT
1641449782115 ,192,0.710036933
1641449782125 ,192,0.72008574
1641449782135 ,192,0.719640493
1641449782145 ,192,0.742570639
1641449782155 ,192,0.800667048
1641449782165 ,192,0.740974784
1641449782175 ,192,0.868659377
1641449782185 ,192,0.759134173
1641449782195 ,192,0.809623599
1641449782205 ,192,0.651224017
1641449782215 ,192,0.836627305
1641449782225 ,192,0.741633773
1641449782235 ,192,0.808121979
1641449782245 ,192,0.865957737
1641449782255 ,192,0.804666698
1641449782265 ,192,0.811356783
1641449782275 ,192,0.66159296
1641449782285 ,192,0.823893487
1641449782295 ,192,0.661666512
1641449782305 ,192,0.847770274
1641449782315 ,192,0.76337117
1641449782325 ,192,0.861313879
1641449782335 ,192,0.777414203
1641449782345 ,192,0.746594429
1641449782355 ,192,0.771063209
1641449782365 ,192,0.694359779
1641449782375 ,192,0.796268642
1641449782385 ,192,0.722745717
1641449782395 ,192,0.89136219
1641449782405 ,192,0.734303057
1641449782415 ,192,0.761967003
1641449782425 ,192,0.676162302
1641449782435 ,192,0.750941932
1641449782445 ,192,0.714814901
1641449782455 ,192,0.766158164
1641449782465 ,192,0.81835407
1641449782475 ,192,0.801853359
1641449782485 ,192,0.720710933
1641449782495 ,192,0.673792422
1641449782505 ,192,0.650422692
1641449782515 ,192,0.648350835
1641449782525 ,192,0.664835095
1641449782535 ,192,0.672144353
1641449782545 ,192,0.64974153
1641449782555 ,192,0.567633688
1641449782565 ,192,0.541516125
1641449782575 ,192,0.557047367
1641449782585 ,192,0.596263587
1641449782595 ,192,0.589505017
1641449782605 ,192,0.577837646
1641449782615 ,192,0.535431385
1641449782625 ,192,0.51691401
1641449782635 ,192,0.552893579
1641449782645 ,192,0.56503433
1641449782655 ,192,0.582904518
1641449782665 ,192,0.567490518
1641449782675 ,192,0.545069754
1641449782685 ,192,0.546954989
1641449782695 ,192,0.543818295
1641449782705 ,192,0.581371367
1641449782715 ,192,0.599748731
1641449782725 ,192,0.55548346
1641449782735 ,192,0.544956028
1641449782745 ,192,0.543591678
1641449782755 ,192,0.572707653
1641449782765 ,192,0.560709536
1641449782775 ,192,0.582739711
1641449782785 ,192,0.567761838
1641449782795 ,192,0.521078467
1641449782805 ,192,0.536704421
1641449782815 ,192,0.57168591
1641449782825 ,192,0.60512656
1641449782835 ,192,0.574682176
1641449782845 ,192,0.540403724
1641449782855 ,192,0.554186821
1641449782865 ,192,0.525249362
